Product_ID,Product_Name,Product_Type,Validity_Days,Data_Limit_GB,Voice_Benefit,SMS_Limit,Price_INR,Launch_Date,Telecom_Company,Availability
PRD01071,SmartBiz 507,Postpaid,56.0,292.35,500 mins,50/day,507.73,2021-02-05,IndiTel Communications,Active
PRD01072,ValuePlus 1012,Postpaid,84.0,93.2,1000 mins,500 total,1012.41,2023-02-07,SkyCell Telecom,Active
PRD01073,DataMax 601,Postpaid,56.0,264.62,1000 mins,500 total,601.46,2023-01-10,IndiTel Communications,Active
PRD01074,NetBoost 831,Postpaid,84.0,54.92,1500 mins,500 total,831.88,2024-12-18,IndiTel Communications,Active
PRD01075,HomeFiber 1774,IoT Solutions,,,N/A,500 total,1774.98,2024-02-27,IndiTel Communications,Discontinued
PRD01076,SuperTalk 331,Broadband,,104.95,N/A,100/day,331.98,2023-11-11,BharatNet Mobile,Discontinued
PRD01077,SmartBiz 1036,Postpaid,365.0,65.29,Unlimited,50/day,1036.85,2022-02-27,BharatNet Mobile,Active
PRD01078,SuperTalk 1498,Prepaid,84.0,412.12,500 mins,50/day,1498.13,2023-09-26,SkyCell Telecom,Discontinued
PRD01079,IoTLink 2049,Postpaid,84.0,274.43,500 mins,500 total,2049.77,2020-09-07,NextWave Communications,Active
PRD01080,SmartBiz 1223,IoT Solutions,,,N/A,500 total,1223.45,2022-04-06,SkyCell Telecom,Discontinued
PRD01081,DataMax 1353,Broadband,,96.99,N/A,50/day,1353.03,2024-12-20,SkyCell Telecom,Active
PRD01082,SmartBiz 1122,Prepaid,84.0,331.22,1000 mins,50/day,1122.31,2024-11-07,NextWave Communications,Discontinued
PRD01083,SuperTalk 1654,Postpaid,84.0,232.85,1000 mins,100/day,1654.73,2022-01-13,BharatNet Mobile,Discontinued
PRD01084,SuperTalk 1510,Business,,,N/A,50/day,1510.66,2023-07-14,IndiTel Communications,Discontinued
PRD01085,IoTLink 2260,Broadband,,124.14,N/A,N/A,2260.44,2023-02-06,NextWave Communications,Active
PRD01086,ValuePlus 106,Prepaid,28.0,336.25,1500 mins,500 total,106.01,2024-09-18,NextWave Communications,Active
PRD01087,IoTLink 865,IoT Solutions,,,N/A,50/day,865.01,2023-12-07,SkyCell Telecom,Active
PRD01088,IoTLink 410,IoT Solutions,,,N/A,100/day,410.23,2022-02-08,NextWave Communications,Discontinued
PRD01089,SuperTalk 130,Postpaid,365.0,456.0,1000 mins,500 total,130.49,2021-02-21,BharatNet Mobile,Active
PRD01090,UltraConnect 2181,Postpaid,84.0,18.27,Unlimited,500 total,2181.1,2023-11-13,NextWave Communications,Discontinued
PRD01091,ValuePlus 1283,Postpaid,28.0,33.65,1000 mins,100/day,1283.57,2024-08-20,BharatNet Mobile,Discontinued
PRD01092,SmartBiz 584,IoT Solutions,,,N/A,100/day,584.26,2023-09-04,SkyCell Telecom,Discontinued
PRD01093,HomeFiber 221,Postpaid,28.0,260.18,1000 mins,500 total,221.91,2024-04-05,SkyCell Telecom,Discontinued
PRD01094,SmartBiz 764,Broadband,,231.13,N/A,50/day,764.63,2021-09-07,NextWave Communications,Active
PRD01095,DataMax 1590,IoT Solutions,,,N/A,N/A,1590.17,2022-02-12,IndiTel Communications,Active
PRD01096,SuperTalk 260,IoT Solutions,,,N/A,50/day,260.27,2024-01-01,SkyCell Telecom,Active
PRD01097,SuperTalk 2444,Broadband,,331.19,N/A,100/day,2444.77,2021-07-10,SkyCell Telecom,Active
PRD01098,DataMax 1782,Postpaid,365.0,252.57,Unlimited,N/A,1782.12,2022-10-24,SkyCell Telecom,Discontinued
PRD01099,HomeFiber 2462,Business,,,N/A,100/day,2462.93,2023-11-19,BharatNet Mobile,Discontinued
PRD01100,SmartBiz 141,Postpaid,365.0,19.93,500 mins,50/day,141.31,2021-06-17,BharatNet Mobile,Active
PRD01101,DataMax 2176,Business,,,N/A,100/day,2176.1,2022-04-12,IndiTel Communications,Discontinued
PRD01102,ValuePlus 153,Broadband,,19.95,N/A,N/A,153.43,2022-07-15,SkyCell Telecom,Active
PRD01103,SuperTalk 1928,IoT Solutions,,,N/A,500 total,1928.25,2023-01-26,IndiTel Communications,Active
PRD01104,SmartBiz 492,Prepaid,28.0,235.5,1500 mins,50/day,492.68,2023-01-12,SkyCell Telecom,Discontinued
PRD01105,DataMax 2212,Business,,,N/A,N/A,2212.33,2021-10-11,IndiTel Communications,Discontinued
PRD01106,HomeFiber 1016,Business,,,N/A,50/day,1016.47,2024-08-11,IndiTel Communications,Active
PRD01107,NetBoost 819,Business,,,N/A,100/day,819.33,2020-04-27,NextWave Communications,Active
PRD01108,UltraConnect 165,Broadband,,410.88,N/A,100/day,165.57,2024-01-19,SkyCell Telecom,Discontinued
PRD01109,IoTLink 2051,Broadband,,398.11,N/A,50/day,2051.63,2021-03-28,BharatNet Mobile,Discontinued
PRD01110,HomeFiber 962,Broadband,,97.3,N/A,100/day,962.11,2020-08-02,NextWave Communications,Discontinued
PRD01111,NetBoost 516,Postpaid,365.0,472.07,1000 mins,500 total,516.33,2024-12-02,SkyCell Telecom,Active
PRD01112,IoTLink 616,Broadband,,446.39,N/A,N/A,616.04,2020-02-07,NextWave Communications,Active
PRD01113,NetBoost 1516,Prepaid,365.0,437.49,1000 mins,100/day,1516.7,2021-09-30,NextWave Communications,Discontinued
PRD01114,ValuePlus 1212,Business,,,N/A,500 total,1212.76,2021-10-19,SkyCell Telecom,Discontinued
PRD01115,UltraConnect 1460,Business,,,N/A,50/day,1460.51,2024-07-13,BharatNet Mobile,Discontinued
PRD01116,ValuePlus 1659,Postpaid,28.0,72.0,500 mins,N/A,1659.66,2023-07-25,NextWave Communications,Active
PRD01117,SmartBiz 804,IoT Solutions,,,N/A,N/A,804.28,2020-11-12,IndiTel Communications,Active
PRD01118,ValuePlus 2136,Business,,,N/A,500 total,2136.8,2023-03-02,SkyCell Telecom,Active
PRD01119,SmartBiz 2311,Prepaid,28.0,61.44,500 mins,500 total,2311.97,2020-01-18,SkyCell Telecom,Discontinued
PRD01120,UltraConnect 1156,Prepaid,28.0,130.41,500 mins,500 total,1156.27,2021-03-17,NextWave Communications,Discontinued
PRD01121,SuperTalk 739,Business,,,N/A,50/day,739.96,2020-07-23,NextWave Communications,Active
PRD01122,ValuePlus 114,IoT Solutions,,,N/A,100/day,114.01,2024-06-02,NextWave Communications,Discontinued
PRD01123,SmartBiz 890,Broadband,,390.77,N/A,100/day,890.59,2021-08-06,SkyCell Telecom,Active
PRD01124,NetBoost 564,Prepaid,56.0,396.97,Unlimited,500 total,564.92,2024-06-02,IndiTel Communications,Active
PRD01125,IoTLink 784,IoT Solutions,,,N/A,50/day,784.86,2023-09-24,IndiTel Communications,Active
PRD01126,SmartBiz 1264,Business,,,N/A,N/A,1264.98,2023-07-19,SkyCell Telecom,Active
PRD01127,NetBoost 668,Broadband,,162.08,N/A,500 total,668.41,2024-08-16,BharatNet Mobile,Discontinued
PRD01128,IoTLink 624,Postpaid,56.0,185.21,500 mins,100/day,624.71,2024-04-20,SkyCell Telecom,Active
PRD01129,UltraConnect 355,Broadband,,125.04,N/A,50/day,355.75,2022-05-07,IndiTel Communications,Discontinued
PRD01130,HomeFiber 1397,Broadband,,389.19,N/A,500 total,1397.99,2020-11-23,NextWave Communications,Discontinued
PRD01131,NetBoost 1301,Postpaid,365.0,192.32,1500 mins,50/day,1301.25,2022-11-15,BharatNet Mobile,Discontinued
PRD01132,ValuePlus 1908,Broadband,,93.76,N/A,100/day,1908.07,2023-04-12,NextWave Communications,Active
PRD01133,DataMax 744,Prepaid,84.0,218.71,1000 mins,50/day,744.31,2023-03-27,IndiTel Communications,Active
PRD01134,HomeFiber 1657,Business,,,N/A,500 total,1657.93,2021-03-25,IndiTel Communications,Discontinued
PRD01135,IoTLink 1551,Broadband,,257.95,N/A,N/A,1551.89,2023-11-25,SkyCell Telecom,Active
PRD01136,ValuePlus 1341,Broadband,,350.93,N/A,500 total,1341.1,2023-02-11,NextWave Communications,Active
PRD01137,UltraConnect 2439,Broadband,,452.12,N/A,100/day,2439.68,2021-02-12,NextWave Communications,Discontinued
PRD01138,NetBoost 2124,Prepaid,365.0,143.34,1000 mins,100/day,2124.61,2020-03-27,NextWave Communications,Discontinued
PRD01139,SmartBiz 1766,Postpaid,84.0,407.9,500 mins,50/day,1766.65,2023-11-26,BharatNet Mobile,Discontinued
PRD01140,SuperTalk 1680,IoT Solutions,,,N/A,N/A,1680.97,2021-09-18,IndiTel Communications,Active
PRD01141,ValuePlus 1145,IoT Solutions,,,N/A,500 total,1145.28,2021-10-24,BharatNet Mobile,Active
PRD01142,DataMax 1250,Prepaid,28.0,64.36,Unlimited,100/day,1250.92,2024-09-20,IndiTel Communications,Active
PRD01143,SuperTalk 2306,Postpaid,28.0,198.7,1000 mins,N/A,2306.61,2023-12-20,BharatNet Mobile,Discontinued
PRD01144,HomeFiber 1912,IoT Solutions,,,N/A,N/A,1912.65,2023-03-18,NextWave Communications,Discontinued
PRD01145,IoTLink 297,Broadband,,232.02,N/A,100/day,297.59,2023-02-17,IndiTel Communications,Active
PRD01146,SuperTalk 1644,Postpaid,56.0,171.74,Unlimited,500 total,1644.4,2020-05-03,IndiTel Communications,Discontinued
PRD01147,SuperTalk 1302,IoT Solutions,,,N/A,500 total,1302.78,2023-08-12,NextWave Communications,Active
PRD01148,ValuePlus 793,Business,,,N/A,N/A,793.25,2020-06-08,BharatNet Mobile,Active
PRD01149,IoTLink 667,Prepaid,28.0,401.68,Unlimited,50/day,667.79,2022-08-07,SkyCell Telecom,Discontinued
PRD01150,HomeFiber 951,Broadband,,40.02,N/A,50/day,951.5,2022-08-27,NextWave Communications,Discontinued
PRD01151,NetBoost 2359,Broadband,,328.01,N/A,100/day,2359.77,2021-07-25,SkyCell Telecom,Active
PRD01152,SmartBiz 597,Broadband,,270.61,N/A,N/A,597.51,2021-12-01,SkyCell Telecom,Discontinued
PRD01153,SuperTalk 1624,Postpaid,365.0,296.03,500 mins,N/A,1624.29,2021-11-08,IndiTel Communications,Discontinued
PRD01154,IoTLink 1714,Postpaid,28.0,207.41,Unlimited,50/day,1714.92,2022-01-22,SkyCell Telecom,Active
PRD01155,SmartBiz 195,Postpaid,84.0,398.62,1000 mins,500 total,195.69,2020-08-21,BharatNet Mobile,Discontinued
PRD01156,NetBoost 1368,IoT Solutions,,,N/A,500 total,1368.71,2022-01-14,BharatNet Mobile,Discontinued
PRD01157,SmartBiz 769,Postpaid,28.0,301.83,Unlimited,50/day,769.92,2024-01-25,NextWave Communications,Discontinued
PRD01158,SmartBiz 1585,Prepaid,28.0,130.77,1000 mins,100/day,1585.23,2021-12-31,IndiTel Communications,Discontinued
PRD01159,UltraConnect 1866,Prepaid,56.0,256.6,1500 mins,N/A,1866.98,2022-05-18,NextWave Communications,Active
PRD01160,UltraConnect 1108,Prepaid,56.0,85.33,1000 mins,50/day,1108.52,2022-03-18,BharatNet Mobile,Active
PRD01161,UltraConnect 945,Postpaid,56.0,197.04,500 mins,500 total,945.58,2022-06-03,BharatNet Mobile,Discontinued
PRD01162,ValuePlus 2172,IoT Solutions,,,N/A,N/A,2172.63,2021-06-15,BharatNet Mobile,Active
PRD01163,SuperTalk 709,Prepaid,365.0,482.15,1500 mins,100/day,709.04,2022-12-26,BharatNet Mobile,Active
PRD01164,SuperTalk 1667,Business,,,N/A,500 total,1667.83,2022-08-16,NextWave Communications,Discontinued
PRD01165,SuperTalk 800,Broadband,,461.72,N/A,100/day,800.64,2021-03-20,NextWave Communications,Discontinued
PRD01166,IoTLink 593,Business,,,N/A,500 total,593.04,2023-02-15,SkyCell Telecom,Active
PRD01167,ValuePlus 1727,IoT Solutions,,,N/A,N/A,1727.53,2023-09-19,NextWave Communications,Active
PRD01168,SmartBiz 1484,Business,,,N/A,N/A,1484.79,2021-05-04,BharatNet Mobile,Discontinued
PRD01169,NetBoost 648,IoT Solutions,,,N/A,100/day,648.84,2020-04-22,NextWave Communications,Active
PRD01170,SmartBiz 381,Business,,,N/A,500 total,381.48,2023-07-08,IndiTel Communications,Discontinued
PRD01171,IoTLink 911,Business,,,N/A,50/day,911.65,2023-12-27,BharatNet Mobile,Discontinued
PRD01172,SuperTalk 228,Prepaid,84.0,277.88,1000 mins,N/A,228.1,2022-01-28,SkyCell Telecom,Active
PRD01173,DataMax 785,Business,,,N/A,N/A,785.2,2022-12-24,IndiTel Communications,Discontinued
PRD01174,HomeFiber 1702,IoT Solutions,,,N/A,100/day,1702.33,2020-10-31,NextWave Communications,Active
PRD01175,NetBoost 449,Broadband,,205.43,N/A,N/A,449.4,2023-03-04,IndiTel Communications,Active
PRD01176,HomeFiber 1113,Postpaid,28.0,40.32,1500 mins,N/A,1113.25,2020-02-24,SkyCell Telecom,Active
PRD01177,ValuePlus 495,Prepaid,28.0,18.99,1500 mins,50/day,495.15,2024-04-12,IndiTel Communications,Discontinued
PRD01178,SmartBiz 601,Business,,,N/A,100/day,601.09,2020-11-28,BharatNet Mobile,Active
PRD01179,ValuePlus 2027,Broadband,,319.87,N/A,100/day,2027.4,2020-12-05,SkyCell Telecom,Discontinued
PRD01180,NetBoost 2124,Prepaid,84.0,125.8,500 mins,N/A,2124.02,2022-03-13,SkyCell Telecom,Active
PRD01181,HomeFiber 2049,Business,,,N/A,N/A,2049.7,2020-09-07,IndiTel Communications,Discontinued
PRD01182,NetBoost 444,Broadband,,82.74,N/A,N/A,444.66,2020-09-12,SkyCell Telecom,Active
PRD01183,HomeFiber 2385,Broadband,,481.33,N/A,500 total,2385.13,2021-07-12,NextWave Communications,Active
PRD01184,DataMax 1419,Prepaid,84.0,499.17,1500 mins,500 total,1419.36,2020-03-11,NextWave Communications,Discontinued
PRD01185,NetBoost 1170,Postpaid,365.0,485.54,Unlimited,500 total,1170.24,2024-10-21,NextWave Communications,Discontinued
PRD01186,IoTLink 1856,Postpaid,28.0,156.98,Unlimited,500 total,1856.6,2024-03-25,NextWave Communications,Active
PRD01187,DataMax 177,Broadband,,133.76,N/A,100/day,177.96,2023-10-17,SkyCell Telecom,Discontinued
PRD01188,DataMax 495,IoT Solutions,,,N/A,50/day,495.63,2022-10-28,SkyCell Telecom,Discontinued
PRD01189,SuperTalk 274,Broadband,,274.05,N/A,100/day,274.05,2023-06-29,NextWave Communications,Discontinued
PRD01190,SmartBiz 2260,Broadband,,361.45,N/A,500 total,2260.79,2020-07-11,BharatNet Mobile,Active
PRD01191,NetBoost 824,IoT Solutions,,,N/A,N/A,824.03,2020-03-25,BharatNet Mobile,Active
PRD01192,DataMax 1749,Business,,,N/A,500 total,1749.06,2022-02-26,BharatNet Mobile,Discontinued
PRD01193,IoTLink 155,Postpaid,56.0,384.91,Unlimited,50/day,155.47,2022-12-28,BharatNet Mobile,Discontinued
PRD01194,IoTLink 1084,IoT Solutions,,,N/A,50/day,1084.59,2023-02-26,SkyCell Telecom,Discontinued
PRD01195,UltraConnect 2468,Business,,,N/A,N/A,2468.14,2021-12-06,BharatNet Mobile,Discontinued
PRD01196,HomeFiber 1696,Postpaid,28.0,395.57,1500 mins,50/day,1696.64,2022-10-27,SkyCell Telecom,Active
PRD01197,DataMax 1944,Broadband,,284.3,N/A,100/day,1944.47,2020-08-21,BharatNet Mobile,Discontinued
PRD01198,SmartBiz 747,Broadband,,237.48,N/A,100/day,747.64,2023-12-09,IndiTel Communications,Discontinued
PRD01199,UltraConnect 2211,Postpaid,28.0,432.73,1500 mins,500 total,2211.68,2024-08-27,NextWave Communications,Discontinued
PRD01200,NetBoost 2330,Postpaid,365.0,388.19,Unlimited,N/A,2330.17,2021-10-02,IndiTel Communications,Discontinued
PRD01201,SuperTalk 1038,Prepaid,28.0,373.94,Unlimited,50/day,1038.27,2023-07-04,IndiTel Communications,Discontinued
PRD01202,IoTLink 1497,Broadband,,360.62,N/A,100/day,1497.45,2020-04-24,SkyCell Telecom,Active
PRD01203,UltraConnect 1525,Prepaid,56.0,386.17,Unlimited,500 total,1525.02,2023-10-16,BharatNet Mobile,Active
PRD01204,HomeFiber 903,Broadband,,71.27,N/A,50/day,903.81,2020-11-15,NextWave Communications,Discontinued
PRD01205,SmartBiz 293,Broadband,,340.54,N/A,N/A,293.2,2020-07-02,NextWave Communications,Active
PRD01206,ValuePlus 2407,Postpaid,28.0,313.83,1500 mins,50/day,2407.19,2020-03-13,IndiTel Communications,Active
PRD01207,HomeFiber 696,Broadband,,192.13,N/A,50/day,696.8,2023-01-31,SkyCell Telecom,Discontinued
PRD01208,HomeFiber 1376,IoT Solutions,,,N/A,50/day,1376.42,2024-04-12,SkyCell Telecom,Active
PRD01209,SuperTalk 654,Broadband,,20.93,N/A,N/A,654.66,2024-04-01,BharatNet Mobile,Discontinued
PRD01210,IoTLink 1595,Postpaid,28.0,279.89,1500 mins,100/day,1595.05,2024-01-02,NextWave Communications,Active
PRD01211,IoTLink 1976,Prepaid,56.0,141.56,Unlimited,N/A,1976.42,2023-03-28,SkyCell Telecom,Active
PRD01212,NetBoost 2305,Broadband,,264.65,N/A,500 total,2305.97,2020-10-31,IndiTel Communications,Active
PRD01213,SuperTalk 1497,Prepaid,365.0,432.26,1500 mins,500 total,1497.36,2023-08-01,SkyCell Telecom,Active
PRD01214,IoTLink 2031,Postpaid,28.0,373.57,Unlimited,50/day,2031.75,2021-01-06,BharatNet Mobile,Active
PRD01215,UltraConnect 2012,Postpaid,84.0,143.48,500 mins,N/A,2012.03,2020-03-15,BharatNet Mobile,Active
PRD01216,UltraConnect 1260,Prepaid,56.0,192.15,1500 mins,500 total,1260.26,2021-04-29,BharatNet Mobile,Discontinued
PRD01217,HomeFiber 1827,Prepaid,56.0,104.96,Unlimited,50/day,1827.23,2023-11-15,NextWave Communications,Discontinued
PRD01218,ValuePlus 2087,Prepaid,84.0,477.19,1500 mins,500 total,2087.3,2023-04-29,SkyCell Telecom,Discontinued
PRD01219,IoTLink 135,Broadband,,360.92,N/A,50/day,135.99,2020-06-18,NextWave Communications,Active
PRD01220,UltraConnect 1557,Business,,,N/A,50/day,1557.69,2022-05-30,NextWave Communications,Discontinued
PRD01221,IoTLink 2100,Postpaid,28.0,70.95,Unlimited,50/day,2100.2,2020-10-01,IndiTel Communications,Discontinued
PRD01222,IoTLink 427,Broadband,,4.57,N/A,50/day,427.25,2024-08-03,BharatNet Mobile,Discontinued
PRD01223,SmartBiz 828,Broadband,,440.43,N/A,50/day,828.44,2024-11-08,SkyCell Telecom,Active
PRD01224,IoTLink 156,Postpaid,84.0,227.96,1500 mins,100/day,156.58,2020-05-21,BharatNet Mobile,Active
PRD01225,IoTLink 1469,IoT Solutions,,,N/A,500 total,1469.39,2023-02-13,NextWave Communications,Active
PRD01226,DataMax 2467,Postpaid,365.0,95.39,1000 mins,50/day,2467.63,2024-02-02,IndiTel Communications,Discontinued
PRD01227,IoTLink 2236,Broadband,,486.17,N/A,50/day,2236.94,2022-12-31,IndiTel Communications,Discontinued
PRD01228,IoTLink 551,Prepaid,365.0,350.3,Unlimited,500 total,551.45,2020-04-02,BharatNet Mobile,Discontinued
PRD01229,ValuePlus 1350,Postpaid,84.0,52.04,500 mins,500 total,1350.65,2022-05-11,NextWave Communications,Discontinued
PRD01230,SuperTalk 1311,IoT Solutions,,,N/A,N/A,1311.74,2021-10-02,IndiTel Communications,Discontinued
PRD01231,UltraConnect 1801,IoT Solutions,,,N/A,50/day,1801.86,2020-07-01,NextWave Communications,Active
PRD01232,ValuePlus 120,Prepaid,365.0,253.26,500 mins,100/day,120.02,2024-08-24,BharatNet Mobile,Discontinued
PRD01233,NetBoost 936,Broadband,,471.45,N/A,500 total,936.9,2020-11-05,BharatNet Mobile,Active
PRD01234,DataMax 424,Business,,,N/A,N/A,424.51,2020-09-10,IndiTel Communications,Discontinued
PRD01235,SmartBiz 1319,Broadband,,273.41,N/A,N/A,1319.35,2023-12-09,SkyCell Telecom,Discontinued
PRD01236,HomeFiber 1202,Prepaid,28.0,211.16,1000 mins,100/day,1202.19,2024-01-05,SkyCell Telecom,Discontinued
PRD01237,NetBoost 972,IoT Solutions,,,N/A,100/day,972.44,2024-03-17,NextWave Communications,Discontinued
PRD01238,NetBoost 668,Postpaid,84.0,448.79,1000 mins,100/day,668.09,2020-02-29,SkyCell Telecom,Active
PRD01239,UltraConnect 2220,Broadband,,96.37,N/A,50/day,2220.36,2023-08-05,SkyCell Telecom,Active
PRD01240,UltraConnect 857,Broadband,,38.27,N/A,100/day,857.4,2021-10-10,IndiTel Communications,Active
PRD01241,IoTLink 1679,Broadband,,85.74,N/A,100/day,1679.56,2020-11-28,BharatNet Mobile,Active
PRD01242,SmartBiz 2236,Prepaid,365.0,270.9,1500 mins,500 total,2236.1,2021-11-23,BharatNet Mobile,Active
PRD01243,DataMax 2257,Business,,,N/A,50/day,2257.44,2021-09-03,BharatNet Mobile,Discontinued
PRD01244,IoTLink 1323,Postpaid,84.0,290.53,1500 mins,100/day,1323.71,2022-03-24,NextWave Communications,Discontinued
PRD01245,IoTLink 1968,IoT Solutions,,,N/A,50/day,1968.31,2021-03-15,BharatNet Mobile,Discontinued
PRD01246,HomeFiber 1506,Business,,,N/A,100/day,1506.16,2020-11-06,NextWave Communications,Discontinued
PRD01247,UltraConnect 1799,Broadband,,104.51,N/A,500 total,1799.64,2022-01-12,BharatNet Mobile,Discontinued
PRD01248,NetBoost 1416,Broadband,,121.18,N/A,N/A,1416.16,2024-12-12,IndiTel Communications,Active
PRD01249,ValuePlus 1357,IoT Solutions,,,N/A,50/day,1357.27,2021-05-13,IndiTel Communications,Discontinued
PRD01250,DataMax 2217,IoT Solutions,,,N/A,N/A,2217.36,2021-02-28,BharatNet Mobile,Active
PRD01251,IoTLink 1258,Broadband,,4.31,N/A,N/A,1258.45,2020-09-16,IndiTel Communications,Discontinued
PRD01252,IoTLink 440,Broadband,,13.39,N/A,100/day,440.95,2021-05-28,NextWave Communications,Discontinued
PRD01253,HomeFiber 1880,Business,,,N/A,N/A,1880.47,2020-02-10,SkyCell Telecom,Active
PRD01254,NetBoost 770,IoT Solutions,,,N/A,500 total,770.14,2020-09-20,BharatNet Mobile,Discontinued
PRD01255,ValuePlus 2452,Postpaid,28.0,137.84,1000 mins,500 total,2452.37,2023-11-30,NextWave Communications,Active
PRD01256,DataMax 2158,Business,,,N/A,N/A,2158.87,2023-11-14,IndiTel Communications,Discontinued
PRD01257,SmartBiz 1521,Postpaid,28.0,402.63,1500 mins,500 total,1521.19,2024-05-26,SkyCell Telecom,Discontinued
PRD01258,SuperTalk 1304,Postpaid,56.0,409.22,Unlimited,N/A,1304.0,2021-10-02,NextWave Communications,Discontinued
PRD01259,SmartBiz 1678,Prepaid,28.0,19.07,1500 mins,500 total,1678.73,2024-01-20,SkyCell Telecom,Active
PRD01260,NetBoost 636,Business,,,N/A,100/day,636.23,2022-10-12,SkyCell Telecom,Discontinued
PRD01261,SmartBiz 743,IoT Solutions,,,N/A,100/day,743.65,2024-09-05,NextWave Communications,Discontinued
PRD01262,IoTLink 1477,Prepaid,84.0,18.62,1000 mins,500 total,1477.08,2021-07-28,NextWave Communications,Discontinued
PRD01263,IoTLink 1392,IoT Solutions,,,N/A,50/day,1392.37,2023-12-27,SkyCell Telecom,Discontinued
PRD01264,DataMax 1323,IoT Solutions,,,N/A,N/A,1323.39,2024-02-09,IndiTel Communications,Discontinued
PRD01265,ValuePlus 188,Prepaid,56.0,120.69,1000 mins,500 total,188.15,2023-12-18,NextWave Communications,Active
PRD01266,NetBoost 1863,Postpaid,84.0,463.95,1500 mins,50/day,1863.69,2023-01-11,BharatNet Mobile,Discontinued
PRD01267,HomeFiber 231,Prepaid,365.0,221.91,1500 mins,500 total,231.73,2021-11-27,IndiTel Communications,Active
PRD01268,IoTLink 1212,Prepaid,56.0,38.47,500 mins,50/day,1212.81,2024-09-28,SkyCell Telecom,Discontinued
PRD01269,ValuePlus 320,IoT Solutions,,,N/A,500 total,320.69,2022-07-22,NextWave Communications,Active
PRD01270,DataMax 2406,Prepaid,84.0,383.99,500 mins,500 total,2406.54,2021-07-21,SkyCell Telecom,Active
PRD01271,UltraConnect 416,Business,,,N/A,500 total,416.94,2022-11-13,IndiTel Communications,Discontinued
PRD01272,UltraConnect 758,Prepaid,84.0,280.37,1500 mins,500 total,758.1,2020-02-03,SkyCell Telecom,Discontinued
PRD01273,IoTLink 1186,Prepaid,84.0,358.09,1500 mins,100/day,1186.44,2023-05-16,SkyCell Telecom,Active
PRD01274,DataMax 182,Business,,,N/A,500 total,182.51,2022-12-23,SkyCell Telecom,Discontinued
PRD01275,NetBoost 1348,Broadband,,484.16,N/A,50/day,1348.56,2024-06-07,NextWave Communications,Active
PRD01276,UltraConnect 881,Broadband,,18.7,N/A,50/day,881.67,2024-02-05,SkyCell Telecom,Active
PRD01277,SuperTalk 802,IoT Solutions,,,N/A,500 total,802.46,2020-03-28,SkyCell Telecom,Active
PRD01278,DataMax 1787,Broadband,,479.54,N/A,500 total,1787.65,2023-08-10,SkyCell Telecom,Active
PRD01279,IoTLink 1512,Broadband,,161.16,N/A,100/day,1512.03,2020-11-25,SkyCell Telecom,Active
PRD01280,SuperTalk 847,Prepaid,28.0,423.6,Unlimited,100/day,847.34,2024-07-08,NextWave Communications,Active
PRD01281,IoTLink 1270,Business,,,N/A,500 total,1270.71,2022-12-24,BharatNet Mobile,Active
PRD01282,HomeFiber 992,Postpaid,365.0,141.77,Unlimited,N/A,992.26,2023-11-16,BharatNet Mobile,Active
PRD01283,DataMax 1985,Prepaid,365.0,70.09,Unlimited,500 total,1985.03,2023-12-21,BharatNet Mobile,Discontinued
PRD01284,ValuePlus 106,IoT Solutions,,,N/A,50/day,106.09,2023-01-08,NextWave Communications,Discontinued
PRD01285,IoTLink 1568,Postpaid,365.0,432.9,500 mins,N/A,1568.67,2021-04-14,BharatNet Mobile,Discontinued
PRD01286,NetBoost 1504,Business,,,N/A,N/A,1504.8,2022-02-07,BharatNet Mobile,Discontinued
PRD01287,NetBoost 793,Postpaid,365.0,315.32,500 mins,500 total,793.07,2024-11-08,NextWave Communications,Active
PRD01288,SuperTalk 2156,Postpaid,56.0,380.03,500 mins,500 total,2156.95,2020-12-28,BharatNet Mobile,Active
PRD01289,HomeFiber 1218,Business,,,N/A,N/A,1218.38,2021-10-03,NextWave Communications,Discontinued
PRD01290,HomeFiber 1580,IoT Solutions,,,N/A,50/day,1580.23,2022-04-13,IndiTel Communications,Active
PRD01291,SmartBiz 1415,IoT Solutions,,,N/A,50/day,1415.39,2022-01-01,IndiTel Communications,Discontinued
PRD01292,DataMax 1872,IoT Solutions,,,N/A,100/day,1872.96,2023-02-02,IndiTel Communications,Discontinued
PRD01293,ValuePlus 1348,Prepaid,365.0,496.58,1000 mins,100/day,1348.97,2024-07-23,BharatNet Mobile,Discontinued
PRD01294,SuperTalk 1890,Broadband,,499.25,N/A,500 total,1890.24,2023-08-02,NextWave Communications,Active
PRD01295,IoTLink 1530,Postpaid,28.0,413.68,500 mins,100/day,1530.7,2022-12-08,IndiTel Communications,Discontinued
PRD01296,HomeFiber 422,Broadband,,315.16,N/A,100/day,422.0,2020-09-05,IndiTel Communications,Discontinued
PRD01297,IoTLink 976,IoT Solutions,,,N/A,100/day,976.06,2022-11-04,SkyCell Telecom,Discontinued
PRD01298,SmartBiz 2380,IoT Solutions,,,N/A,N/A,2380.52,2023-10-22,BharatNet Mobile,Discontinued
PRD01299,HomeFiber 2047,Business,,,N/A,100/day,2047.52,2023-06-16,NextWave Communications,Active
PRD01300,HomeFiber 1476,IoT Solutions,,,N/A,50/day,1476.48,2023-03-07,SkyCell Telecom,Discontinued
PRD01301,ValuePlus 2467,IoT Solutions,,,N/A,50/day,2467.45,2020-05-12,NextWave Communications,Discontinued
